"","x"
"1",0.2333984375
"2",21.850830078125
"3",20.5220947265625
"4",1.03759765625
"5",8.318115234375
"6",9.756103515625
"7",7.31402587890625
"8",4.61474609375
"9",1.665771484375
"10",0.851318359375
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",5.142578125
"19",0.068359375
"20",1.036865234375
"21",1.815185546875
"22",5.03887939453125
"23",7.4105224609375
"24",5.844482421875
"25",48.8212890625
"26",14.2427978515625
"27",11.996337890625
"28",11.6064453125
"29",52.138916015625
"30",3.605712890625
"31",4.05267333984375
"32",11.3815307617188
"33",1.514892578125
"34",13.1381225585938
"35",4.87689208984375
"36",3.21148681640625
"37",8.491455078125
"38",0.15411376953125
"39",0
"40",0
"41",2.718017578125
"42",0.0986328125
"43",0
"44",0
"45",4.094970703125
"46",0.2861328125
"47",3.2568359375
"48",3.270263671875
"49",26.287353515625
"50",13.1484375
"51",1.02490234375
"52",0.2734375
"53",0.25537109375
"54",0
"55",0
"56",0
"57",0
"58",0.296630859375
"59",0.001220703125
"60",0
"61",0
"62",0
"63",0
"64",26.86474609375
"65",5.541015625
"66",8.982666015625
"67",4.2822265625
"68",1.355224609375
"69",2.2744140625
"70",49.53076171875
"71",2.505859375
"72",10.203125
"73",0.34307861328125
"74",6.8896484375
"75",0.88897705078125
"76",0
"77",0.788818359375
"78",3.564453125
"79",5.072998046875
"80",8.22198486328125
"81",2.7086181640625
"82",2.90130615234375
"83",1.03790283203125
"84",11.9722900390625
"85",1.962646484375
"86",0
"87",0
"88",4.85687255859375
"89",1.30419921875
"90",15.1972045898438
"91",7.54119873046875
"92",0
"93",0.25
"94",0.3583984375
"95",0.295166015625
"96",0.7080078125
"97",5.693115234375
"98",2.635498046875
"99",1.701904296875
"100",8.934814453125
"101",6.59716796875
"102",13.63134765625
"103",1.04583740234375
"104",0.003662109375
"105",1.69384765625
"106",5.26043701171875
"107",0.673095703125
"108",10.626220703125
"109",0
"110",0
"111",3.20703125
"112",2.763916015625
"113",1.127685546875
"114",10.202880859375
"115",4.310302734375
"116",1.004150390625
"117",0.091796875
"118",0.180908203125
"119",0.190673828125
"120",0.05419921875
"121",0
"122",0
"123",0
"124",1.35546875
"125",2.541259765625
"126",0.345458984375
"127",0
"128",0.04052734375
"129",1.43359375
"130",0
"131",0
"132",0.291015625
"133",0.855712890625
"134",0
"135",0
"136",0.0029296875
"137",0
"138",0
"139",0.008056640625
"140",16.451904296875
"141",0.358154296875
"142",14.3921508789062
"143",0.415283203125
"144",9.52001953125
"145",3.2484130859375
"146",0.006103515625
"147",0.161376953125
"148",3.4583740234375
"149",0.736572265625
"150",0.669677734375
"151",0.819091796875
"152",1.3970947265625
"153",2.3602294921875
"154",4.211181640625
"155",1.732666015625
"156",0.365966796875
"157",0.595703125
"158",0.21484375
"159",0.39208984375
"160",0.5517578125
"161",0.267333984375
"162",1.5662841796875
"163",9.5780029296875
"164",0
"165",0.053466796875
"166",0.177001953125
"167",0
"168",0
"169",0.009521484375
"170",10.845458984375
"171",11.781005859375
"172",9.6422119140625
"173",1.1805419921875
"174",5.8502197265625
"175",1.2054443359375
"176",11.8145751953125
"177",1.4373779296875
"178",0.02978515625
"179",5.1773681640625
"180",0
"181",5.598876953125
"182",1.099853515625
"183",0
"184",0.001220703125
"185",0.059326171875
"186",0
"187",1.2686767578125
"188",0.340576171875
"189",5.1898193359375
"190",0.582275390625
"191",9.924072265625
"192",0
"193",0
"194",0.00732421875
"195",0.35693359375
"196",1.4617919921875
"197",0.00390625
"198",0.47509765625
"199",0
"200",0
"201",0
"202",0.021484375
"203",0.0078125
"204",0
"205",9.306396484375
"206",2.838623046875
"207",0.4022216796875
"208",0
"209",0.154541015625
"210",0.1435546875
"211",0.32275390625
"212",2.222900390625
"213",0
"214",0
"215",0
"216",0
"217",0
"218",0
"219",0
"220",0
"221",0
"222",6.849853515625
"223",11.423828125
"224",0
"225",2.6943359375
"226",0.859375
"227",0
"228",0
"229",5.9490966796875
"230",0.0274658203125
"231",0
"232",0
"233",0
"234",0.0185546875
"235",0.78173828125
"236",0.0029296875
"237",0
"238",0
"239",0.117919921875
"240",0
"241",5.323486328125
"242",1.5997314453125
"243",8.504150390625
"244",14.895263671875
"245",0.03369140625
"246",4.3955078125
"247",3.3128662109375
"248",0
"249",0
"250",0
"251",0
"252",0
"253",0.010986328125
"254",0.01806640625
"255",0
"256",0
"257",0
"258",0.033935546875
"259",0.1669921875
"260",0.169677734375
"261",0
"262",0
"263",0
"264",6.3388671875
"265",7.6512451171875
"266",0
"267",0.0625
"268",0.7236328125
"269",0
"270",0.42041015625
"271",5.768310546875
"272",1.29248046875
"273",0
"274",0
"275",2.697021484375
"276",0
"277",0
"278",6.0030517578125
"279",1.08984375
"280",0
"281",0
"282",7.6397705078125
"283",14.04345703125
"284",4.2760009765625
"285",2.4013671875
"286",9.06787109375
"287",14.9559326171875
"288",10.786376953125
"289",28.9022216796875
"290",7.77783203125
"291",20.950927734375
"292",11.691650390625
"293",0
"294",6.603515625
"295",3.436279296875
"296",5.716064453125
"297",0.0029296875
"298",0
"299",0
"300",0.04248046875
"301",0.05517578125
"302",0
"303",0
"304",0
"305",0
"306",6.36279296875
"307",7.045166015625
"308",9.1451416015625
